	c	e	g	l	m	n	r	x	i
63904	2.2	0	0	0	2.9	5.0	0	0.5	0
6391	0.5	0.6	0	0	5.0	1.8	0	0	0
63917	2.1	1.0	4.5	0	1.2	2.0	0.9	0	0
6392	0	0.4	0	0.3	5.0	1.1	0	0	0
640	4.6	1.1	0	0	1.0	1.6	0	0	0
64064	0	0	0	0	5.0	0	0	0	0
64077	5.0	0	0	0	1.2	5.0	0	0.5	0
64078	2.9	1.0	0	0	0	1.4	5.0	0	0
64080	4.5	0	0	0	0	3.0	0	0	0
64087	4.0	0.8	0	0	4.7	0	0	0.8	0
64090	0	1.7	3.7	0	0	0	0.5	0	0
64122	4.4	0	0	0	0.4	1.3	0	0.6	0
64131	0	5.0	5.0	0.6	0.3	0	0.8	0	0
64132	1.4	5.0	4.3	0.6	0.8	0.7	1.0	0	0
641371	4.4	0.6	0	0	1.7	2.0	0.6	2.8	0
641372	4.3	0.2	0	0	0.8	0.9	0	4.3	0
64146	0	0	0	0	4.2	0	0	0	0
6416	4.8	1.3	0	0	1.6	4.1	0	0	0
641649	0	1.6	0	0	0	0	0	0	0
64174	0	0.6	0	0.5	0.5	0	0.9	0	0
64180	0.4	0.4	0	0	0.9	0.5	0	0.5	0
6419	2.4	0	0	0	0	5.0	0	0	0
64219	1.5	0	0	0	0	3.3	0	0	0
64220	1.4	0.7	0	0	0	0.7	0.4	0.7	0
64240	0.7	2.2	0	0	0	1.2	1.1	1.3	0
64241	0.9	2.1	0	0	0	1.1	1.0	2.4	0
64320	5.0	0	0	0	0	5.0	0	0	0
64324	0.7	0	0	0	0	4.8	0	0	0
64326	-1	-1	-1	-1	-1	-1	-1	-1	-1
64377	0	1.0	4.3	0.7	0	0	0.7	0	0
644	4.6	0	0	0	1.4	1.9	0	0	0
64419	4.2	0	0	0	0.7	1.4	0	0.3	0
64425	1.5	0	0	0	0	4.7	0	0	0
644378	-1	-1	-1	-1	-1	-1	-1	-1	-1
644591	2.3	0.4	0	0	0.7	1.0	0	0	0
6446	4.8	1.5	0	0.5	5.0	5.0	5.0	0.2	0
6448	0	1.2	0.6	5.0	0	0	0.2	0.2	0
644974	0	0	0	0	0	0	3.0	0	0
64499	0	5.0	0	0.7	0	0	0	0	0
645	5.0	0.4	0	0	0.8	4.5	0	0	0
645740	-1	-1	-1	-1	-1	-1	-1	-1	-1
64579	0	0.8	3.8	0.4	0	0	1.5	0	0
64600	4.4	4.4	0	0	0	0.5	0	0	0
646480	4.7	0.2	0	0	0	1.9	0	0.5	0
646486	4.6	0.3	0	0	0	1.5	0	1.3	0
6470	5.0	0.5	0	0	1.9	4.6	0	0.8	0
64711	0.2	1.3	4.0	0.3	0.2	0	0.6	0.2	0
64714	0	1.0	0.3	0.4	0.7	0	4.4	0.5	0
6472	1.6	0	0	0	5.0	5.0	0	1.4	2.0
64748	-1	-1	-1	-1	-1	-1	-1	-1	-1
64750	4.1	1.9	0	0.6	2.3	5.0	0	1.2	0
64754	4.2	0.4	1.6	0	1.0	5.0	0	0	0
6476	1.9	1.8	4.4	3.0	0.8	0	2.3	1.0	0
64761	2.4	0.3	0	0	0	3.5	0	0.2	0
6477	4.1	0	0	0	3.1	5.0	0	0	0
64772	4.6	0.6	0.7	1.2	1.7	2.1	1.6	0	0
6478	5.0	1.2	0	0	1.0	4.6	0	0.5	0
64781	2.1	0	1.4	0	0.5	1.3	0	0.4	0
6480	0.7	5.0	5.0	0.9	0	0.6	1.7	0	0
64802	1.5	0.1	0.1	0	1.4	5.0	0	0.1	0
64816	0.4	0.9	0	0	0.8	0.5	5.0	0.4	1.2
6482	0	5.0	5.0	1.0	0	0.8	0.9	0	0
6483	0.6	3.5	4.7	0.9	0	0	1.2	0.3	0
64834	0.6	0	0	0	0	0	5.0	1.8	0
6484	0.5	5.0	5.0	0.7	0	0.6	1.3	0	0
64841	4.4	1.4	3.0	0	0	1.1	3.0	0	0
64844	4.6	1.2	1.2	0	1.7	5.0	1.5	0	0
64849	0	0	0	0	0	0	0	0	0
64850	1.9	0	0	0	4.0	1.6	0	1.4	0
64852	4.0	0	0	0	1.7	5.0	0	0	0
64854	1.3	0	0	0.8	0.9	1.4	0	0	0
6487	0.5	5.0	5.0	1.2	0	0	1.0	0	0
6489	0	0.9	4.7	0.8	1.4	0	1.0	0	0
64895	4.4	0	0	0	0	5.0	0	0	0
649	0	4.8	3.0	0	0	0	0	0	0
64900	2.8	0	0	0	0	4.1	4.2	0.6	0
64902	1.5	0	0	0	5.0	0	0.5	1.2	0
65010	1.9	0.9	0	0	0	0	3.0	0.3	0
65018	5.0	0	0	2.0	5.0	4.2	1.1	0	4.0
6505	1.8	2.2	0	0	0.8	1.9	0	0	0
6506	0.8	2.7	0	0	1.4	1.4	0	0	0
65061	3.1	0	0	0	1.2	3.6	0	0	0
6507	0.5	2.5	0	0	2.1	2.2	0	0	0
6508	0	0.7	0	0	0	1.6	0	0	0
6509	0	0.7	0	0	0	0	0	0	0
6510	0	1.1	2.3	0	0.9	1.2	0	0	0
6511	0	1.6	2.0	0	0	0	0	0	0
6512	1.0	2.0	0.8	1.5	1.1	1.2	1.1	0	0
65125	4.5	0.7	0	0	0	2.1	0	0.5	0
6513	3.0	1.9	4.0	0.8	2.1	3.1	1.6	0.8	0
6514	1.6	1.4	0	0	1.4	1.5	1.3	1.2	0
6515	0.8	1.2	0	0	1.3	0.9	0.4	0	0
6517	3.2	2.9	1.6	0.8	2.1	1.7	3.0	1.6	0
6518	0.5	0	0	0	0	0.7	0.4	0.4	0
6519	0.8	0.8	0	0	0.3	0.7	0.6	0.2	0
6520	4.4	1.6	0	0.8	0.5	4.5	0.7	0.6	0
6521	1.9	0.7	0	0	0	0.2	1.3	0.7	0
6522	1.7	0.6	0	0	0	2.2	0.4	0	0
65220	5.0	0	0	0	1.0	2.4	0	0	0
6523	1.2	1.4	1.1	0	0.6	0.9	0.6	0	0
6524	2.6	1.3	0	0	1.1	0.7	0	0	0
6526	2.2	0	0	0	0	0.8	0	0	0
65263	-1	-1	-1	-1	-1	-1	-1	-1	-1
65264	4.5	0.9	0	0	0	5.0	0	0.2	0
65266	3.4	0.4	0.6	0.8	0	1.5	0	0.5	0
65267	3.6	0	0	0	0	2.2	0	0	0
65268	4.5	0	0	0.7	0	2.5	0	0	0
6528	0	0.7	0	0	0	5.0	0	0	0
6529	0.7	2.1	0	0	1.5	1.0	0.7	0.3	0
6530	0	1.6	0	0	0.6	1.2	0	0.2	0
6531	1.1	2.4	0	0.7	2.4	1.6	1.3	0	0
6532	1.6	2.4	0	0	1.1	1.7	0.9	0	0
6533	0.7	1.2	0	0	0.7	0.8	0	0.6	0
6534	0	0.8	0	0	0	1.2	0	0	0
6535	0.4	0.7	0	0	1.3	1.4	0	0.5	0
653505	-1	-1	-1	-1	-1	-1	-1	-1	-1
653598	-1	-1	-1	-1	-1	-1	-1	-1	-1
6536	0	0	1.4	0	0	1.4	0	0	0
6538	1.7	1.8	0	0	0.6	0.6	0	0	0
6539	1.4	1.5	0	0	0	0.8	0	0	0
6540	1.7	1.8	0	0	0.7	0.6	0	0	0
6541	0	0.5	0	0	1.4	1.8	0	0	0
6542	0	0	0	0	0	0	0	0	0
6543	0.8	0	0	0	0.6	0	0.6	0	0
6546	1.6	1.2	0	0	2.7	4.1	2.1	0	0
6547	1.2	0	0	0	4.2	0	4.2	0	0
6548	1.9	1.7	0	0.5	2.9	4.5	4.2	0	0
6549	0.6	0.6	0	0	0	0	0	0	0
6550	1.1	5.0	0	0.8	0.7	0.8	0.5	0	0
6553	2.5	0	0	0	0	1.5	0	0	0
6554	0.9	0.6	0	0	0	1.6	1.0	0	0
6555	0.7	1.1	0	0	0	1.2	0	0.6	0
6556	1.2	1.0	0	3.8	0.5	0.6	0.5	0	0
6557	2.0	5.0	0	0	0	1.6	0	0.7	0
6558	1.3	1.6	0	0	0.9	1.0	0.8	0.4	0
6559	2.0	5.0	0	0	0	0.7	0	0	0
6560	0.8	0	0	0	0	0	0	0	0
6561	0	0	0	0	0	0	0	0	0
6563	0	0	0	0	0	4.0	0	0.2	0
6564	2.0	1.0	0	0	0.5	1.9	0	0	0
6565	0.6	0.7	0	0	0	0	0	0	0
6566	0	0.9	0	0	1.6	1.0	0	0	0
6567	1.4	0	1.5	0	0.7	1.2	0	0.5	0
6568	0	0	0	3.0	0	0	0.6	0	0
6569	0	0.6	0	0.8	0	4.0	0	0	0
657	1.9	2.1	0	0	0.3	1.0	0	1.4	0
6570	0	0	0	0	0	0	3.0	0	0
6571	1.4	1.4	0.6	0	1.8	1.0	0.8	0	0
6572	0	0.8	3.2	0	0	1.3	0	0	0
6573	0.7	0	0	0	0	0	0	0.5	0
6574	0	1.2	0	0	0	0	0.7	0	0
6575	0	1.1	0	0.5	0	0	0	0	0
6576	1.1	0	0	0	4.7	0	0.5	0.4	0
6578	1.1	1.0	0	0	0	0.6	0	0	0
6579	1.1	1.3	0	0	0.7	1.3	0.5	0	0
658	0.8	1.7	0	0	0.9	2.5	0.2	0.2	0
6580	0.6	0	0	0	0	1.0	0	0.8	0
6581	0	1.4	0	0	0	0.7	0.4	0	0
6582	0.5	0	0	0	1.0	0.5	0	0.6	0
6583	0.6	1.4	0	0	5.0	0.8	0	0	0
6584	0	0.6	0	0	1.8	0	0	0.9	0
659	0.3	2.7	0	0	0.8	4.5	0	0.5	0
6596	1.6	0	0	0	0	4.8	0	0	0
65975	3.3	0.4	0	0	0	4.0	0	0	0
65985	4.5	0	0	0	1.2	1.4	0	1.2	0
660	4.5	0.9	0	0	0	4.4	0	0	0
66002	0.3	1.1	0.4	0	0.9	0	4.2	0	1.1
66035	0	0	0	0	0	4.0	0	0	0
6604	1.5	0	0	0	0	5.0	0	0	0
6609	1.9	5.0	1.0	5.0	1.7	1.5	1.3	0	0
661	4.4	0	0	0	0.2	5.0	0	0	0
6610	2.1	1.1	0.8	1.2	2.7	1.0	1.2	0	0
6611	4.6	0.1	0	0.1	0.1	2.2	0	0.2	0
6646	0.5	1.9	0	0.6	0	0	4.7	1.7	0
6647	5.0	5.0	1.1	2.7	5.0	5.0	1.9	5.0	4.3
6648	2.2	1.4	0	0.7	5.0	2.0	1.2	0.8	0
6649	1.1	5.0	4.0	0.3	1.3	2.8	0.5	1.6	0
6652	4.6	5.0	0	0	3.5	1.7	0	0	0
6675	4.7	0.5	0	0	0	4.5	0.6	1.2	0
669	4.8	0	0	0	0.3	3.1	0.3	0	0
6697	4.6	0.3	0.1	0	2.0	4.4	0	0	0
6713	1.6	0.8	0.4	0	0	0	4.2	1.0	0
6714	5.0	2.8	1.4	5.0	5.0	4.3	2.0	0	0
6715	0.2	1.6	0	0.2	0.7	0.9	4.0	0.5	0
6716	0.7	0.7	0	0	0	0.8	4.0	0	0
6718	5.0	0	0	0	0	1.3	0	1.2	0
6720	4.7	2.3	4.4	0.7	1.9	4.7	5.0	2.4	0
6723	4.6	0.3	0	0	0	2.5	0	0.3	0
6725	4.1	0.3	0	0	2.2	0.3	0	1.2	0
673	4.6	0	0	0	3.3	4.0	0	0	0
6732	4.6	0	0	0	0	5.0	3.0	0	0
6733	4.6	0	0	0	0.6	5.0	0	0	0
6748	0	0.5	0	0	0	0	5.0	0	0
6783	4.7	1.0	0	0	0.8	4.3	0.6	0.2	0
6785	0.1	0.1	0	0.1	0.1	0	5.0	0.2	0
6787	4.5	0	0	0	0	3.2	0	0	0
6788	4.5	0	0	0	0	3.9	0	0	0
6789	4.7	0	0	0	0	5.0	0	0	0
6790	4.7	0.9	0	0	0.9	4.6	0	0	0
6792	4.5	0	0	0	0	4.7	0	0	0
6793	1.9	0	0	0	1.8	1.1	0	0	0
6794	4.6	1.3	0	1.2	5.0	5.0	1.0	0.9	0
6795	2.7	0	0	0	0	3.9	0	0.4	0
6799	4.7	0.5	0	0	0	1.0	0	0	0
6817	4.7	0.7	0	0	0	1.4	0	0.6	0
6818	4.4	1.5	0	0	0	0.9	0	0	0
6819	4.7	0	0	0	0.6	0	0	1.1	0
682	0.9	2.6	4.3	2.4	1.0	1.2	2.0	0.3	0
6820	5.0	0	0	0	0	3.6	3.0	0.7	0
6821	1.3	0	0	0	5.0	1.0	0	2.3	5.0
6822	4.8	2.1	0	0	0.7	2.3	0	1.5	0
6833	2.5	1.0	1.4	0	1.5	2.3	1.2	0	0
6839	1.6	0	0	0	0	5.0	0	0	0
6850	4.7	1.8	0	1.4	1.1	5.0	0.8	0	0
686	0.2	5.0	0.4	0.5	4.2	0.5	0.2	0.6	0
6872	1.5	1.3	0	0	0	5.0	0	0	0
6885	4.8	1.8	0	0	0	4.7	0	0	0
6888	4.8	0.9	1.4	0	2.3	4.4	0.5	1.3	0
6897	4.7	0	0	0	2.1	1.6	0	0	0
6898	4.7	1.1	0	1.2	2.9	2.7	0	0	0
6907	0.6	0	0	0	1.4	5.0	0	0.4	0
6916	1.2	0.7	0	0	0	0.9	4.3	0.9	0
699	4.5	0	0	0	0	5.0	0	0	0
6999	4.7	0.8	0	0.6	1.1	2.3	0.6	1.1	0
7001	4.3	1.2	0	0	2.0	2.4	0.8	0.6	0
701	4.6	0	0	0	0	5.0	0	0	0
7016	4.2	0.5	0	0	0.5	3.3	0	0.3	0
7037	3.1	5.0	2.0	2.3	1.9	1.9	1.5	0	0
7046	0.5	3.1	0	0	0	5.0	1.6	0.3	0
7047	3.1	5.0	5.0	0	0	2.0	0	0	0
7048	4.2	3.0	0	0	1.2	1.8	0	0.5	0
7051	4.6	0.9	0	0	1.6	3.4	0	0.8	0
7052	5.0	2.5	0	1.0	5.0	3.2	2.7	0	0
7053	2.7	1.1	0.8	0	0	0.8	0	0.8	0
7054	4.6	1.8	0.8	0.8	3.7	4.3	4.2	0	0
7083	4.6	0.6	0	0	2.3	1.7	0	0.4	0
7084	1.3	0	0	0	5.0	0	0	1.3	0
7086	4.5	0.7	0	0	1.2	4.9	0.3	4.3	0
7108	0	0	0	0.7	0	3.3	4.3	0	0
7166	4.7	1.2	0	0	0.7	2.7	0	0	0
7167	3.9	0.7	0	0	3.0	3.1	0	1.0	0
7172	4.6	0.5	0	0	0	1.3	0.6	0.6	0
7173	2.2	2.3	0	0.5	0.7	1.5	0	0	0
7177	0	5.0	0	0.7	0	0	0	0	0
7179	2.6	0	0.7	0	0.2	0	0.3	0.2	0
7204	4.6	0	0	0	0	2.2	0	0	0
7263	3.0	0.5	0	0	5.0	1.3	0	0	0
7264	4.5	0	0	0	1.3	2.1	0.7	0.8	0
7267	4.3	0	0	0	2.2	5.0	0	0.4	0
7272	2.4	0.7	0	0	0	4.4	0	0	0
7273	4.0	4.3	0	0	0.8	4.2	1.5	0	0
728386	1.9	0	0	0	0	3.6	3.0	0.4	0
728419	1.9	0	0	0	0	5.0	3.0	0.4	0
728441	2.0	2.7	0.7	1.4	1.5	1.4	5.0	1.4	0
728642	3.1	0	0	0	0	5.0	0	0	0
729359	4.4	0	0	0	2.7	0	0	0	0
7295	4.9	2.6	0	1.0	2.8	4.7	2.2	0.9	0.8
7296	4.6	0.6	0	0	4.1	5.0	0.9	0	0
7298	4.0	0.8	0	0	5.0	5.0	0	0	0
7299	2.6	2.0	1.2	5.0	2.4	2.9	1.4	0.6	0
7301	0.9	1.4	0.4	0	0.2	4.2	4.2	0.2	0
730262	-1	-1	-1	-1	-1	-1	-1	-1	-1
7306	1.3	2.0	1.0	2.3	0.8	1.0	1.0	0	0
7317	4.5	0	0.5	0.6	5.0	5.0	1.0	0.5	0
7318	4.4	0	0	0	0.3	4.6	0	0	0
7319	4.2	0	0	0	0.8	4.5	0	0	0
7320	1.1	0	0	0	0.7	5.0	0.3	0	0
7321	4.7	1.3	0	0	0	4.5	0.7	0	0
7322	4.5	0	0	0	0	4.3	0	1.1	0.5
7323	4.0	0	0	0	0.7	4.2	0	0	0
7324	4.5	0	0	0	0	5.0	0	0	0
7325	1.4	0	0	0.6	0	2.1	0	0	0
7326	4.4	0	0	0	0	1.5	0	0.3	0
7327	0.7	0	0	0	0	0	3.7	0	0
7328	4.5	0	0	0	1.7	1.4	0	0	0
7329	4.8	0.8	0	0	0.8	5.0	0	0	0
7332	4.0	0	0	0	0.5	5.0	0	0	0
7334	4.7	0	0	0.9	1.8	5.0	0	0.9	0
7337	4.1	0	0	0.7	1.2	4.3	0	0.6	0
7350	2.1	1.4	0	0	5.0	2.2	0.8	2.0	0
7351	2.2	1.1	0	0	5.0	2.1	0.8	2.5	0
7352	1.9	0	0	0	4.7	1.8	0.8	1.8	0
7355	1.7	0	5.0	0	0	4.3	4.4	0.8	0
7357	0.9	1.9	5.0	1.8	0.1	0.9	1.5	0.1	0
7358	4.1	1.2	0	0	0	4.6	0.6	0.3	0
7360	4.6	1.0	0.7	0	0.7	0	0.6	0	0
7363	0.5	0.4	2.1	0	0	0.6	3.3	2.5	0
7364	1.0	0.3	2.1	0	0	1.0	3.5	2.8	0
7365	0.2	0.2	2.1	0	0	0	3.3	2.8	0
7366	0.8	0.4	1.4	0	0	0	3.3	2.6	0
7367	0.2	0.4	2.0	0	0	0	3.0	2.5	0
7368	2.1	0	2.4	0	0	2.1	0	0.8	0
7371	4.2	0	0	0	0	0.8	0	0	0
7372	4.5	0.3	0	0.1	1.1	5.0	0.1	0.7	0
7375	4.6	0.9	0	4.0	0	5.0	0	0	0
7378	4.6	0	0.2	0	1.3	4.4	0.2	0.5	0
7381	0	0	0	0	5.0	0.6	0	0	0
7384	4.6	0	0	0	5.0	0	0	0	0
7385	0.3	0	0	0	5.0	4.1	0	0	0
7386	0	0	0	0	5.0	0.6	0	0	0
7388	0.7	2.3	0	0	4.4	0.3	0	0	0
7389	4.8	0.5	0	0.7	0.6	4.6	0	0	0
7390	4.7	0	0	0	4.0	2.7	0	0.3	0
7398	1.5	0	0	0	0	5.0	0	0	0
7407	4.2	0	0.6	0	1.7	0.8	0	0.7	0
7443	4.5	0	5.0	0	1.5	5.0	0	0	0
7444	1.9	0.2	0.2	0	5.0	5.0	5.0	0.2	0
7453	4.7	1.9	0	0	0.3	4.3	1.0	1.3	0
7465	1.9	0	0	0	1.8	5.0	0	0.2	0
7468	-1	-1	-1	-1	-1	-1	-1	-1	-1
747	0	1.4	0	0	0	0	0	0	0
7498	3.9	5.0	0	0	1.0	1.8	2.0	3.4	0.7
7525	5.0	1.0	5.0	0	1.0	1.7	0	0	0
7535	4.5	1.3	0	0	0.7	2.4	0	1.1	0
759	4.7	1.7	0	0	1.9	2.4	1.1	0	0
760	4.7	2.1	0.6	0.8	2.3	1.6	1.8	0.3	0
761	4.7	1.2	0	0	1.9	1.2	0.8	0	0
762	2.4	5.0	4.0	0.6	2.2	1.6	4.2	0.6	0
763	2.5	1.2	0	0	5.0	0.3	0	0	0
765	2.3	5.0	0	0.3	1.8	1.7	0	0	0
766	4.7	1.0	0	0	1.7	2.0	0	0	0
767	3.4	1.1	0	0	1.6	0.5	0.7	0	0
768	3.2	2.2	0	0	2.1	3.7	1.4	0	0
7681	2.6	0	0	0	0	3.4	0	0	0
771	2.3	2.1	0	0.4	2.0	0.7	0.4	0.6	0
7779	1.2	1.2	5.0	0.9	0.6	5.0	5.0	0	0
7786	4.6	0	0	0	0.8	2.7	0	0	0
780	0	3.0	0	0.3	0	0.5	0.5	0.2	0
7837	0	5.0	0.4	0.6	0	0.7	5.0	0.3	0
7841	0.5	0.4	1.7	1.4	0.4	0.5	5.0	0.4	0
7844	0	2.0	0.5	0	0	0	5.0	0	0
7862	4.5	1.1	0	0	1.3	5.0	0	0	0
7867	4.7	0	0	0	0.9	4.5	0	0	0
7874	5.0	0	1.9	0	0.7	5.0	0	0	0
788	4.4	0	0	0	5.0	0.5	0.7	1.2	0
790	4.4	0	0.3	0	1.2	4.5	0.6	0.8	0
79001	0	1.7	0	0	0	0	4.4	0	0
79017	5.0	0.7	1.5	0	0	2.3	0	0	0
7903	0.9	0.8	4.7	0.6	1.9	1.2	0.7	0	0
79053	0	0	0	0	0	1.5	3.7	0	0
79071	1.1	0.5	0	0	1.1	0.8	5.0	1.7	0
79077	5.0	1.4	0	0	5.0	5.0	0	0	0
79087	0	0	0.8	0	0	0	4.3	0	0
7915	1.3	0	0	0	5.0	0.5	0	1.1	0
79158	0	0.3	5.0	2.3	0	0.7	0	0.3	0
79178	4.2	0	0	0	0.7	0	0	0	0
7922	1.5	0	5.0	0.6	0	4.0	5.0	0.5	0
7923	1.1	0.6	0	0	5.0	0	0	0	0
79369	0.3	0.3	4.6	0	1.2	0.3	3.0	0.4	0
79400	0.9	0.7	0	0	0.8	0.5	5.0	0	0
7941	0.8	5.0	0	0	0	0	2.7	0	0
79411	0	3.2	0	2.3	0	0	0.4	0.4	0
79567	-1	-1	-1	-1	-1	-1	-1	-1	-1
7957	5.0	1.6	0	0.9	0.3	5.0	5.0	0.5	0
79581	0	0	0	0	0	0	0	0	0
79586	3.6	1.6	4.4	0.5	3.2	0	1.1	0	0
79587	1.3	0	0	0	4.4	1.9	0	0	0
79589	4.1	1.2	3.0	0	0.5	0	3.2	0.4	0
79594	2.5	1.5	0	0.7	5.0	1.7	0	5.0	0
79595	0.3	0	0	0	0	4.7	0	0	0
79603	0	0	1.3	0	0	3.0	4.1	0	0
79611	1.3	0.2	0	0	4.7	0	0	0.2	0
79623	0	0.3	4.5	0	0	0	0.3	0	0
79644	1.5	0	0	0	0	0	5.0	0	0
79646	5.0	0	0	0	0.8	0.4	0.4	0.7	0
79654	1.7	0	0	0	0	1.6	0	0	0
79660	3.4	1.5	0.6	0	0.5	0.6	0.5	0	0
79668	1.9	0	0	0	0	3.3	0	0	0
79670	-1	-1	-1	-1	-1	-1	-1	-1	-1
79672	4.5	0	0	0	0.4	2.5	0	0	0
79690	0	1.3	3.7	0.5	0	0	0.6	0	0
79691	-1	-1	-1	-1	-1	-1	-1	-1	-1
79695	0	0.9	4.5	0.7	0	0	1.3	0	0
79705	4.5	0	0	0.6	4.4	1.7	0	0.4	0
79707	2.3	0	0	0	0.9	4.5	0.2	0.2	0
79709	0	1.3	0	0.7	0	0	5.0	0.4	0
79717	4.5	0	0	0	1.5	3.1	0	0.8	0
79718	1.3	0.3	0	0	0	5.0	0	0	0
79723	0	0	0	0	1.5	4.7	0	0	0
79731	4.4	0	0	0	5.0	4.3	0	0	0
79751	0.8	0	0	0	5.0	1.6	0	0.2	0
79796	-1	-1	-1	-1	-1	-1	-1	-1	-1
79799	0	0	2.1	0	0.8	0	2.1	1.1	0
79813	2.0	0	0	0	0	5.0	0	0	0
79814	1.3	0	0	0	5.0	0	0	1.0	0
79834	1.9	0.6	0	0	0	2.6	0	0	0
79837	4.4	0.5	0	0	0.5	0.4	0	0.4	0
79858	2.6	0	0	0	0.5	5.0	0	0	0
79868	1.7	0.8	0.6	0	0.6	0	4.3	0	0
79871	4.5	0	0.6	0	0	5.0	0	0	0
79872	4.0	0	0	0.7	0	4.8	0	0	0
79888	1.7	0.6	4.0	4.0	1.4	1.6	5.0	0.2	0
79896	2.4	0	0	0	2.3	2.2	0	0	0
79901	2.5	1.0	1.4	3.0	0	0	0	0	0
7991	0	0	0.3	0	4.0	0	4.4	0	0
7994	4.3	0	1.9	0	0	5.0	0	0	0
79944	1.0	0	0	0	4.6	0.3	0	0	0
79948	-1	-1	-1	-1	-1	-1	-1	-1	-1
79966	0.8	1.0	0	0	0	0.7	5.0	1.6	0
79993	0	0	0	0	0	0	5.0	0.5	0
80024	1.3	0	0	0	5.0	0	1.1	0	0
80025	4.3	0	0	0	5.0	5.0	0.9	1.0	5.0
80055	0	0	0	0	0	0	4.4	0.5	0
801	4.1	4.2	0	0	0	4.2	0.8	0	0
80142	4.6	4.0	3.3	4.0	4.7	2.5	0	1.4	0
80146	0.7	0.8	4.1	0	1.2	0	0.4	0	0
80150	4.4	0	0	0	0.8	2.7	0	0	0
80162	-1	-1	-1	-1	-1	-1	-1	-1	-1
80168	0	1.3	1.3	0	0.5	0	5.0	0.3	0
80201	4.0	0.2	0	0	4.4	0.4	0	0.2	0
80205	2.8	0	0	0	0	4.6	0	0	0
80221	2.1	0.4	0	0	4.3	1.4	0	1.3	0
80222	3.0	0	0	0	4.3	1.6	0	0	0
80235	0	0	0.9	0	0	0	5.0	0	0
80270	0.7	0.7	0	0	0.7	0	5.0	1.1	0
80271	4.2	0	0	0	1.3	4.3	0.7	0.7	0
8029	4.0	5.0	2.0	4.4	0	0	2.0	0	0
80308	4.6	0	0	0	3.6	0.8	0	0	0
80324	0.5	0	0	0	4.7	4.3	0	1.1	0
80339	2.8	2.0	0	0	2.1	2.4	4.2	0	0
8034	2.1	1.2	0	0	4.3	1.4	0.4	1.1	0
80347	4.7	0	0	0	5.0	4.5	1.2	1.3	0
80351	4.3	0	3.0	0	0.8	4.3	0	0.7	0
8050	0	0.7	0	0	5.0	2.4	0	0	0
8061	2.4	1.5	0	0	0	5.0	0	0	0
80704	1.6	0.2	0.5	0	1.4	1.6	0.7	0	0
80724	0.4	0	0	0	5.0	0.4	0	0	0
8073	4.5	0.2	0	0	0.4	3.7	0.2	0.2	0
80824	3.8	0	0	0	0	5.0	0	0	0
8085	2.6	0	0	0	0	5.0	0	0	0
80854	1.9	0.4	0	0	0	4.8	0	0	0
80895	4.5	0	0	0	0	4.6	0	0	0
81031	1.5	1.1	0	0	0	0	0	0	0
814	3.0	0.6	0	0	1.8	5.0	0.7	0	0
8140	5.0	0.8	0	0.9	0.6	1.9	0	0	0
81490	1.9	0	0	0	0.5	1.9	4.3	1.3	0
815	4.6	0	0	0	3.1	4.4	0	0.2	0
81537	0	0.7	0	0	0	4.0	4.1	0.5	0
81539	0	0	0	0	0.5	0	0	0.2	0
81559	4.6	0	0	0	0	5.0	0	0	0
81579	0	4.6	0	0	0	0	0	0	0
816	4.6	0.3	0	0	1.0	4.3	3.0	0	0
81616	4.5	0	0	0	5.0	0.9	0	0.7	0
81627	1.6	0	0	0	0	4.5	0	0	0
81629	2.8	0.4	0	0	0	3.5	0	0	0
81693	0	5.0	0	0.8	0.3	0	0	0	0
817	4.5	0	0	0	0	4.4	3.5	0	0
8170	0	0	0	0	0	0	0	0	0
81788	3.3	0	0	0	0.4	3.9	0	0	0
818	4.5	0	0	0	0.8	4.2	3.1	0	0
81847	5.0	0	0	0	0	5.0	0	0	0
81849	0	2.3	4.7	1.0	0.2	0	0.8	0.2	0
81855	1.5	0	0	0	5.0	0.3	0	1.4	0
81888	2.8	0.5	1.5	0	0	1.4	0	0.5	0
81890	1.6	0.2	0	0	4.2	3.4	0	0.2	0
81894	2.2	0	0	0	3.7	1.5	0	0.6	0
8202	4.4	1.1	0	0	0	5.0	0	0	0
8228	4.4	1.7	0	0	5.0	1.9	0.3	0	0
8237	4.7	0	0	0	1.1	5.0	0	0.6	0
8239	5.0	0	0	0.5	0.8	0.8	0.6	0	0
8260	4.7	0.5	0	0	0.7	5.0	0	0	0
8277	2.3	0	0	0	0	3.6	0.3	0.5	0
8287	-1	-1	-1	-1	-1	-1	-1	-1	-1
8288	0.7	4.5	0	1.7	0	0.7	1.2	0	0
8309	4.4	0.2	0	0	1.0	1.3	0	5.0	0
8310	4.3	0	0	0	1.0	1.0	0.3	5.0	0
8315	4.5	0	0	0	0.8	4.5	0	1.0	0
8317	0	4.0	0	0	0	5.0	0	0	0
833	4.9	0	0	0	0	0.4	0	0	0
83401	0	0	0	0	0.8	0	5.0	0.7	0
83440	0	3.6	0	0.4	0.7	0.6	4.1	0	0
83468	1.7	1.1	4.1	0	0	0	1.7	0	0
83539	0	3.4	4.2	0	0.3	0	1.5	0.4	0
83549	4.2	0	0	0	0	2.5	0	0	0
83594	3.0	0	0	0	0	4.5	0	5.0	0
83666	4.3	0	0	0	4.0	5.0	0	0.4	0
83697	0.3	0.6	0	0	0	0	0.5	0.6	0
